"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
23,30,2.00868866621413,0.0675977557121833,1.87836711226115,1.89880847600522,1.96269078797675,2.00793043525724,2.05385999839797,2.121155263315,2.14331912253952
24,31,2.02747229284366,0.0631737002720811,1.90552892486254,1.92469185295756,1.98451219184958,2.02681619070631,2.06971717547647,2.13249076541762,2.15314418946225
25,32,2.00100748575121,0.058400244436844,1.88816792505828,1.9059263436863,1.96131356634356,2.0004393692121,2.04008209834719,2.09802653127183,2.11707557117471
26,33,1.93763889002151,0.0534737300753125,1.83423697661251,1.85052936353172,1.90130829546431,1.93714700085807,1.97343327248628,2.02642629982914,2.04383614211679
27,34,1.94048028417604,0.0498050463687345,1.84408052958223,1.85929142446937,1.90665907295563,1.9400541962283,1.97383701257821,2.02312257187215,2.03930144131728
28,35,1.93654330466047,0.0463319693700175,1.84678874587489,1.86096937717317,1.90509472768393,1.9361738183788,1.96758910005111,2.01337758571016,2.02839760835883
29,36,1.9678862025041,0.0435483908288647,1.88344933600697,1.89680752421951,1.93834078805398,1.96756497673136,1.99708144406498,2.04006061260158,2.05414855731008
30,37,1.93892609978968,0.0403417995145444,1.86065560793654,1.8730503493916,1.91156561470869,1.93864631965231,1.96598159206254,2.00575620669568,2.01878655041968
31,38,1.95832655333118,0.0378566393852694,1.88482445450242,1.89647673527947,1.93266141581319,1.9580826216943,1.98372577669381,2.02100844500968,2.03321488901363
32,39,1.97194670163563,0.0354515328445061,1.90306859385206,1.91399870123526,1.94792061638314,1.9717342572348,1.99574119724497,2.03061936956599,2.04203210851971
33,40,1.98236244874992,0.0331454250228887,1.91792510151522,1.92815995855541,1.95990664709351,1.98217771949783,2.00461687336143,2.03719506739203,2.0478495934001
34,41,1.99790255379807,0.0310097264622258,1.93758175413133,1.9471711845954,1.97690028145974,1.99774212064707,2.01872993459663,2.04918117510599,2.0591350790724
35,42,1.9996068997023,0.028894967352531,1.9433703117159,1.95231746751005,1.98004241934907,1.99946772087899,2.01901965818882,2.04737108347118,2.05663442739129
36,43,1.97822906711939,0.026754820520257,1.92613414595386,1.93442797821327,1.96011807244426,1.97810845205795,1.99620857660859,2.02244158487312,2.03100943216054
37,44,1.98500726045603,0.0249434978873583,1.93641645123692,1.94415782322016,1.96812666252601,1.98490278186846,2.00177396386524,2.02621308352621,2.03419181169846
38,45,2.01230084182159,0.0233720016778689,1.96675020997695,1.97401226407392,1.99648773322728,2.01221035732342,2.02801531112153,2.05089807027244,2.05836568874031
39,46,2.00898538648094,0.0217305103331025,1.96661743393077,1.97337600596337,1.99428598617822,2.00890703651577,2.023599375595,2.04486202570124,2.05179859477186
40,47,1.9956571656342,0.0201530132933988,1.95635109616517,1.9626245118319,1.98202744106353,1.99558932808219,2.00921293882538,2.02892121934453,2.03534874982736
41,48,1.99428482416333,0.0187432453101507,1.9577158706169,1.96355540189123,1.98161089480342,1.99422610513425,2.00689474244865,2.02521454223864,2.03118747274345
42,49,1.98733583231029,0.0174040018352743,1.95336920432724,1.95879570829773,1.97556948340671,1.9872850276269,1.99904679774922,2.01604925558221,2.02159117884493
43,50,1.99087330631922,0.0162047169956589,1.95923775653211,1.96429411528761,1.97991955825953,1.99082934038375,2.00177912599376,2.01760246902928,2.0227587106874
44,51,1.99402449273515,0.0150910968397825,1.96455481071293,1.96926694784979,1.98382505778749,1.99398642225146,2.00418242607089,2.01891189938765,2.02371052602415
45,52,2.00306700771644,0.0140785536524118,1.97556739068503,1.97996623912224,1.99355327472602,2.00303402411481,2.01254478442901,2.02628028627122,2.03075406772243
46,53,1.98957977826199,0.0130594169523799,1.96406507858871,1.96814779272802,1.98075583000893,1.9895512047348,1.99837257776886,2.01110923060229,2.01525685884861
47,54,1.99345554437732,0.0121656245681239,1.96968175666978,1.9734871703786,1.98523652164354,1.99343079638049,2.00164758867148,2.01350833596035,2.01736997284643
48,55,1.99622831135506,0.0113277705574033,1.97408723500646,1.97763240272454,1.98857621201171,1.99620688459069,2.00385705281851,2.0148973085532,2.0184911541913
49,56,1.99712201581214,0.0105421689294367,1.97651250266838,1.97981338571877,1.99000135626916,1.99710346626245,2.00422245400061,2.01449392004077,2.01783694448196
50,57,1.99569115364232,0.00980591862574796,1.97651758248833,1.97958929130695,1.98906843703428,1.99567509305727,2.00229636218048,2.01184780003597,2.01495599575058
51,58,1.99368531507979,0.00912024007619974,1.97584952203941,1.97870761159329,1.98752624982586,1.99367140805791,1.99982921991902,2.0087104566317,2.01160014055924
52,59,1.9910402949936,0.00848111639456579,1.97445185605863,1.97711066854969,1.98531332404764,1.99102825283685,1.99675413846312,2.00501099828459,2.00769716849788
