"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
25,32,0.880281690140845,0.227287755059121,0.492686979623434,0.542625028813189,0.718239661528353,0.860799046850399,1.02111920537385,1.28441818737506,1.3784988921265
26,33,0.843881856540084,0.225536913006265,0.461358063670922,0.510183093563065,0.682855806830801,0.823876708821272,0.983137254340733,1.24584503168859,1.33998769850264
27,34,0.75187969924812,0.217048973379559,0.388507212325953,0.433847901853704,0.596405154433695,0.731100448185762,0.884747807817317,1.14082169491878,1.23321043316428
28,35,0.745762711864407,0.224855917990197,0.372282058795718,0.418237782331886,0.584393878127426,0.723289654497377,0.882686950107289,1.14998096513369,1.24680379945883
29,36,0.893521965748325,0.257937573725819,0.461695838326301,0.515577998033143,0.708758470942798,0.868828231797823,1.05142032857516,1.35573449373817,1.46552781186165
30,37,0.814995925020375,0.25772434068202,0.39082222462367,0.442168353471173,0.629656623433078,0.787996301117696,0.970973595885528,1.27996873855872,1.39240451926807
31,38,0.970873786407767,0.29272946075511,0.484656696137409,0.544484315039305,0.760795207623966,0.941617158326242,1.14912908332591,1.49710672866036,1.62315587308189
32,39,0.832562442183164,0.277520814061055,0.3807005640498,0.434341123066095,0.632529618427303,0.801938129914003,0.999301100634975,1.33530524654915,1.4582043681955
33,40,0.988142292490119,0.312478029660907,0.47385263795775,0.536107282321274,0.763427546395639,0.955406582481634,1.17725751200745,1.55189885594026,1.68822168492284
34,41,1.03199174406605,0.326344443773827,0.494880154399632,0.559897388760711,0.797305136173773,0.997803365811572,1.22949907342781,1.62076536863937,1.76313761108557
35,42,1.07874865156419,0.341130276177819,0.5173019089679,0.585264907992588,0.833428993476145,1.04301128529818,1.28520453306531,1.69419810378808,1.84302086854576
36,43,1.19825708061002,0.361288103524553,0.598165617346061,0.672005151350253,0.938977091762476,1.16214841000396,1.41826062244908,1.84773630018757,2.00330675838974
37,44,1.29171151776103,0.372884996247336,0.667446190389905,0.74534042126858,1.02460993162129,1.2560132565172,1.51997578178303,1.95990465564087,2.11862632005403
38,45,1.35699373695198,0.376362346081836,0.722542013674718,0.802669967811155,1.08786174859475,1.32236211469088,1.58844287205719,2.02949575468842,2.18805689438173
39,46,1.27576054955839,0.353832313588223,0.679288762610775,0.754620048246405,1.022739504567,1.24320206660831,1.49335453526084,1.90800484101227,2.05707409697517
40,47,1.28676470588235,0.343902333343193,0.70348623863057,0.777935434026769,1.04122958045248,1.25626053302802,1.49910358910963,1.89968465769427,2.04323491894843
41,48,1.03448275862069,0.298629449580841,0.534532336958812,0.596914871860785,0.820571229720843,1.00589337526248,1.21729094937624,1.56961329749169,1.69672745804327
42,49,0.920502092050209,0.277541823460703,0.459511327802246,0.516234919614671,0.721322987646823,0.892763381074169,1.08950899699435,1.41943257202694,1.53894192820232
43,50,0.922045264040235,0.27800710732233,0.460281673699651,0.517100359546968,0.72253224663701,0.894260050614947,1.09133549992309,1.42181217399178,1.54152188114147
44,51,0.874890638670166,0.276664712175711,0.4195440679031,0.474663665537296,0.675930601008212,0.845906790438682,1.04233123547817,1.37403468259978,1.49473346031664
45,52,0.649350649350649,0.245431475980018,0.261072639287557,0.304760268264812,0.471489508598194,0.618704737898866,0.793920853246756,1.0985524723952,1.21145399095721
46,53,0.603015075376884,0.246179873646551,0.221295904873452,0.262614547155409,0.424041144026924,0.569865446101716,0.746000184474381,1.0565864229891,1.17269669138921
